species,setting,day,breeding,breeding2,breeding3
Rana blairi,Sympatric,232,0,0,No
Rana blairi,Sympatric,233,0,0,No
Rana blairi,Sympatric,234,0,0,No
Rana blairi,Sympatric,235,0,0,No
Rana blairi,Sympatric,236,0,0,No
Rana blairi,Sympatric,237,0,0,No
Rana blairi,Sympatric,238,0,0,No
Rana blairi,Sympatric,239,0,0,No
Rana blairi,Sympatric,240,0,0,No
Rana blairi,Sympatric,241,0,0,No
Rana blairi,Sympatric,242,0,0,No
Rana blairi,Sympatric,243,0,0,No
Rana blairi,Sympatric,244,0,0,No
Rana blairi,Sympatric,245,0,0,No
Rana blairi,Sympatric,246,0,0,No
Rana blairi,Sympatric,247,0,0,No
Rana blairi,Sympatric,248,0,0,No
Rana blairi,Sympatric,249,0,0,No
Rana blairi,Sympatric,250,0,0,No
Rana blairi,Sympatric,251,0,0,No
Rana blairi,Sympatric,252,0,0,No
Rana blairi,Sympatric,253,0,0,No
Rana blairi,Sympatric,254,0,0,No
Rana blairi,Sympatric,255,0,0,No
Rana blairi,Sympatric,256,0,0,No
Rana blairi,Sympatric,257,0,0,No
Rana blairi,Sympatric,258,0,0,No
Rana blairi,Sympatric,259,0,0,No
Rana blairi,Sympatric,260,0,0,No
Rana blairi,Sympatric,261,0,0,No
Rana blairi,Sympatric,262,0,0,No
Rana blairi,Sympatric,263,0,0,No
Rana blairi,Sympatric,264,0,0,No
Rana blairi,Sympatric,265,0,0,No
Rana blairi,Sympatric,266,0,0,No
Rana blairi,Sympatric,267,0,0,No
Rana blairi,Sympatric,268,0,0,No
Rana blairi,Sympatric,269,0,0,No
Rana blairi,Sympatric,270,0,0,No
Rana blairi,Sympatric,271,0,0,No
Rana blairi,Sympatric,272,0,0,No
Rana blairi,Sympatric,273,0,0,No
Rana blairi,Sympatric,274,0,0,No
Rana blairi,Sympatric,275,0,0,No
Rana blairi,Sympatric,276,0,0,No
Rana blairi,Sympatric,277,0,0,No
Rana blairi,Sympatric,278,0,0,No
Rana blairi,Sympatric,279,0,0,No
Rana blairi,Sympatric,280,0,0,No
Rana blairi,Sympatric,281,0,0,No
Rana blairi,Sympatric,282,0,0,No
Rana blairi,Sympatric,283,0,0,No
Rana blairi,Sympatric,284,0,0,No
Rana blairi,Sympatric,285,0,0,No
Rana blairi,Sympatric,286,0,0,No
Rana blairi,Sympatric,287,0,0,No
Rana blairi,Sympatric,288,0,0,No
Rana blairi,Sympatric,289,0,0,No
Rana blairi,Sympatric,290,0,0,No
Rana blairi,Sympatric,291,0,0,No
Rana blairi,Sympatric,292,0,0,No
Rana blairi,Sympatric,293,0,0,No
Rana blairi,Sympatric,294,0,0,No
Rana blairi,Sympatric,295,0,0,No
Rana blairi,Sympatric,296,0,0,No
Rana blairi,Sympatric,297,0,0,No
Rana blairi,Sympatric,298,0,0,No
Rana blairi,Sympatric,299,0,0,No
Rana blairi,Sympatric,300,0,0,No
Rana blairi,Sympatric,301,0,0,No
Rana blairi,Sympatric,302,0,0,No
Rana blairi,Sympatric,303,0,0,No
Rana blairi,Sympatric,304,0,0,No
Rana blairi,Sympatric,305,0,0,No
Rana blairi,Sympatric,306,0,0,No
Rana blairi,Sympatric,307,0,0,No
Rana blairi,Sympatric,308,0,0,No
Rana blairi,Sympatric,309,0,0,No
Rana blairi,Sympatric,310,0,0,No
Rana blairi,Sympatric,311,0,0,No
Rana blairi,Sympatric,312,0,0,No
Rana blairi,Sympatric,313,0,0,No
Rana blairi,Sympatric,314,0,0,No
Rana blairi,Sympatric,315,0,0,No
Rana blairi,Sympatric,316,0,0,No
Rana blairi,Sympatric,317,0,0,No
Rana blairi,Sympatric,318,0,0,No
Rana blairi,Sympatric,319,0,0,No
Rana blairi,Sympatric,320,0,0,No
Rana blairi,Sympatric,321,0,0,No
Rana blairi,Sympatric,322,0,0,No
Rana blairi,Sympatric,323,0,0,No
Rana blairi,Sympatric,324,0,0,No
Rana blairi,Sympatric,325,0,0,No
Rana blairi,Sympatric,326,0,0,No
Rana blairi,Sympatric,327,0,0,No
Rana blairi,Sympatric,328,0,0,No
Rana blairi,Sympatric,329,0,0,No
Rana blairi,Sympatric,330,0,0,No
Rana blairi,Sympatric,331,0,0,No
Rana blairi,Sympatric,332,0,0,No
Rana blairi,Sympatric,333,0,0,No
Rana blairi,Sympatric,334,0,0,No
Rana blairi,Sympatric,335,0,0,No
Rana blairi,Sympatric,336,0,0,No
Rana blairi,Sympatric,337,0,0,No
Rana blairi,Sympatric,338,0,0,No
Rana blairi,Sympatric,339,0,0,No
Rana blairi,Sympatric,340,0,0,No
Rana blairi,Sympatric,341,0,0,No
Rana blairi,Sympatric,342,0,0,No
Rana blairi,Sympatric,343,0,0,No
Rana blairi,Sympatric,344,0,0,No
Rana blairi,Sympatric,345,0,0,No
Rana blairi,Sympatric,346,0,0,No
Rana blairi,Sympatric,347,0,0,No
Rana blairi,Sympatric,348,0,0,No
Rana blairi,Sympatric,349,0,0,No
Rana blairi,Sympatric,350,0,0,No
Rana blairi,Sympatric,351,0,0,No
Rana blairi,Sympatric,352,0,0,No
Rana blairi,Sympatric,353,0,0,No
Rana blairi,Sympatric,354,0,0,No
Rana blairi,Sympatric,355,0,0,No
Rana blairi,Sympatric,356,0,0,No
Rana blairi,Sympatric,357,0,0,No
Rana blairi,Sympatric,358,0,0,No
Rana blairi,Sympatric,359,0,0,No
Rana blairi,Sympatric,360,0,0,No
Rana blairi,Sympatric,361,0,0,No
Rana blairi,Sympatric,362,0,0,No
Rana blairi,Sympatric,363,0,0,No
Rana blairi,Sympatric,364,0,0,No
Rana blairi,Sympatric,365,0,0,No
Rana sphenocephala,Sympatric,1,0,0,No
Rana sphenocephala,Sympatric,2,0,0,No
Rana sphenocephala,Sympatric,3,0,0,No
Rana sphenocephala,Sympatric,4,0,0,No
Rana sphenocephala,Sympatric,5,0,0,No
Rana sphenocephala,Sympatric,6,0,0,No
Rana sphenocephala,Sympatric,7,0,0,No
Rana sphenocephala,Sympatric,8,0,0,No
Rana sphenocephala,Sympatric,9,0,0,No
Rana sphenocephala,Sympatric,10,<2,1.5,Low
Rana sphenocephala,Sympatric,11,<2,1.5,Low
Rana sphenocephala,Sympatric,12,<2,1.5,Low
Rana sphenocephala,Sympatric,13,<2,1.5,Low
Rana sphenocephala,Sympatric,14,<2,1.5,Low
Rana sphenocephala,Sympatric,15,<2,1.5,Low
Rana sphenocephala,Sympatric,16,<2,1.5,Low
Rana sphenocephala,Sympatric,17,<2,1.5,Low
Rana sphenocephala,Sympatric,18,<2,1.5,Low
Rana sphenocephala,Sympatric,19,<2,1.5,Low
Rana sphenocephala,Sympatric,20,<2,1.5,Low
Rana sphenocephala,Sympatric,21,3-5,4,Medium
Rana sphenocephala,Sympatric,22,3-5,4,Medium
Rana sphenocephala,Sympatric,23,3-5,4,Medium
Rana sphenocephala,Sympatric,24,3-5,4,Medium
Rana sphenocephala,Sympatric,25,3-5,4,Medium
Rana sphenocephala,Sympatric,26,3-5,4,Medium
Rana sphenocephala,Sympatric,27,3-5,4,Medium
Rana sphenocephala,Sympatric,28,3-5,4,Medium
Rana sphenocephala,Sympatric,29,3-5,4,Medium
Rana sphenocephala,Sympatric,30,3-5,4,Medium
Rana sphenocephala,Sympatric,31,6-10,8,High
Rana sphenocephala,Sympatric,32,6-10,8,High
Rana sphenocephala,Sympatric,33,6-10,8,High
Rana sphenocephala,Sympatric,34,6-10,8,High
Rana sphenocephala,Sympatric,35,6-10,8,High
Rana sphenocephala,Sympatric,36,6-10,8,High
Rana sphenocephala,Sympatric,37,6-10,8,High
Rana sphenocephala,Sympatric,38,>10,20,Very high
Rana sphenocephala,Sympatric,39,>10,20,Very high
Rana sphenocephala,Sympatric,40,>10,20,Very high
Rana sphenocephala,Sympatric,41,>10,20,Very high
Rana sphenocephala,Sympatric,42,>10,20,Very high
Rana sphenocephala,Sympatric,43,>10,20,Very high
Rana sphenocephala,Sympatric,44,>10,20,Very high
Rana sphenocephala,Sympatric,45,>10,20,Very high
Rana sphenocephala,Sympatric,46,>10,20,Very high
Rana sphenocephala,Sympatric,47,>10,20,Very high
Rana sphenocephala,Sympatric,48,>10,20,Very high
Rana sphenocephala,Sympatric,49,>10,20,Very high
Rana sphenocephala,Sympatric,50,>10,20,Very high
Rana sphenocephala,Sympatric,51,>10,20,Very high
Rana sphenocephala,Sympatric,52,>10,20,Very high
Rana sphenocephala,Sympatric,53,>10,20,Very high
Rana sphenocephala,Sympatric,54,>10,20,Very high
Rana sphenocephala,Sympatric,55,>10,20,Very high
Rana sphenocephala,Sympatric,56,>10,20,Very high
Rana sphenocephala,Sympatric,57,>10,20,Very high
Rana sphenocephala,Sympatric,58,>10,20,Very high
Rana sphenocephala,Sympatric,59,>10,20,Very high
Rana sphenocephala,Sympatric,60,>10,20,Very high
Rana sphenocephala,Sympatric,61,>10,20,Very high
Rana sphenocephala,Sympatric,62,>10,20,Very high
Rana sphenocephala,Sympatric,63,>10,20,Very high
Rana sphenocephala,Sympatric,64,>10,20,Very high
Rana sphenocephala,Sympatric,65,>10,20,Very high
Rana sphenocephala,Sympatric,66,>10,20,Very high
Rana sphenocephala,Sympatric,67,>10,20,Very high
Rana sphenocephala,Sympatric,68,>10,20,Very high
Rana sphenocephala,Sympatric,69,>10,20,Very high
Rana sphenocephala,Sympatric,70,>10,20,Very high
Rana sphenocephala,Sympatric,71,>10,20,Very high
Rana sphenocephala,Sympatric,72,6-10,8,High
Rana sphenocephala,Sympatric,73,6-10,8,High
Rana sphenocephala,Sympatric,74,6-10,8,High
Rana sphenocephala,Sympatric,75,6-10,8,High
Rana sphenocephala,Sympatric,76,6-10,8,High
Rana sphenocephala,Sympatric,77,6-10,8,High
Rana sphenocephala,Sympatric,78,6-10,8,High
Rana sphenocephala,Sympatric,79,6-10,8,High
Rana sphenocephala,Sympatric,80,3-5,4,Medium
Rana sphenocephala,Sympatric,81,3-5,4,Medium
Rana sphenocephala,Sympatric,82,3-5,4,Medium
Rana sphenocephala,Sympatric,83,3-5,4,Medium
Rana sphenocephala,Sympatric,84,3-5,4,Medium
Rana sphenocephala,Sympatric,85,3-5,4,Medium
Rana sphenocephala,Sympatric,86,3-5,4,Medium
Rana sphenocephala,Sympatric,87,3-5,4,Medium
Rana sphenocephala,Sympatric,88,3-5,4,Medium
Rana sphenocephala,Sympatric,89,3-5,4,Medium
Rana sphenocephala,Sympatric,90,3-5,4,Medium
Rana sphenocephala,Sympatric,91,3-5,4,Medium
Rana sphenocephala,Sympatric,92,3-5,4,Medium
Rana sphenocephala,Sympatric,93,3-5,4,Medium
Rana sphenocephala,Sympatric,94,3-5,4,Medium
Rana sphenocephala,Sympatric,95,3-5,4,Medium
Rana sphenocephala,Sympatric,96,3-5,4,Medium
Rana sphenocephala,Sympatric,97,<2,1.5,Low
Rana sphenocephala,Sympatric,98,<2,1.5,Low
Rana sphenocephala,Sympatric,99,<2,1.5,Low
Rana sphenocephala,Sympatric,100,<2,1.5,Low
Rana sphenocephala,Sympatric,101,<2,1.5,Low
Rana sphenocephala,Sympatric,102,<2,1.5,Low
Rana sphenocephala,Sympatric,103,<2,1.5,Low
Rana sphenocephala,Sympatric,104,<2,1.5,Low
Rana sphenocephala,Sympatric,105,<2,1.5,Low
Rana sphenocephala,Sympatric,106,<2,1.5,Low
Rana sphenocephala,Sympatric,107,<2,1.5,Low
Rana sphenocephala,Sympatric,108,<2,1.5,Low
Rana sphenocephala,Sympatric,109,<2,1.5,Low
Rana sphenocephala,Sympatric,110,<2,1.5,Low
Rana sphenocephala,Sympatric,111,<2,1.5,Low
Rana sphenocephala,Sympatric,112,<2,1.5,Low
Rana sphenocephala,Sympatric,113,0,0,No
Rana sphenocephala,Sympatric,114,0,0,No
Rana sphenocephala,Sympatric,115,0,0,No
Rana sphenocephala,Sympatric,116,0,0,No
Rana sphenocephala,Sympatric,117,0,0,No
Rana sphenocephala,Sympatric,118,0,0,No
Rana sphenocephala,Sympatric,119,0,0,No
Rana sphenocephala,Sympatric,120,0,0,No
Rana sphenocephala,Sympatric,121,0,0,No
Rana sphenocephala,Sympatric,122,0,0,No
Rana sphenocephala,Sympatric,123,0,0,No
Rana sphenocephala,Sympatric,124,0,0,No
Rana sphenocephala,Sympatric,125,0,0,No
Rana sphenocephala,Sympatric,126,0,0,No
Rana sphenocephala,Sympatric,127,0,0,No
Rana sphenocephala,Sympatric,128,0,0,No
Rana sphenocephala,Sympatric,129,0,0,No
Rana sphenocephala,Sympatric,130,0,0,No
Rana sphenocephala,Sympatric,131,0,0,No
Rana sphenocephala,Sympatric,132,0,0,No
Rana sphenocephala,Sympatric,133,0,0,No
Rana sphenocephala,Sympatric,134,0,0,No
Rana sphenocephala,Sympatric,135,0,0,No
Rana sphenocephala,Sympatric,136,0,0,No
Rana sphenocephala,Sympatric,137,0,0,No
Rana sphenocephala,Sympatric,138,0,0,No
Rana sphenocephala,Sympatric,139,0,0,No
Rana sphenocephala,Sympatric,140,0,0,No
Rana sphenocephala,Sympatric,141,0,0,No
Rana sphenocephala,Sympatric,142,0,0,No
Rana sphenocephala,Sympatric,143,0,0,No
Rana sphenocephala,Sympatric,144,0,0,No
Rana sphenocephala,Sympatric,145,0,0,No
Rana sphenocephala,Sympatric,146,0,0,No
Rana sphenocephala,Sympatric,147,0,0,No
Rana sphenocephala,Sympatric,148,0,0,No
Rana sphenocephala,Sympatric,149,0,0,No
Rana sphenocephala,Sympatric,150,0,0,No
Rana sphenocephala,Sympatric,151,0,0,No
Rana sphenocephala,Sympatric,152,0,0,No
Rana sphenocephala,Sympatric,153,0,0,No
Rana sphenocephala,Sympatric,154,0,0,No
Rana sphenocephala,Sympatric,155,0,0,No
Rana sphenocephala,Sympatric,156,0,0,No
Rana sphenocephala,Sympatric,157,0,0,No
Rana sphenocephala,Sympatric,158,0,0,No
Rana sphenocephala,Sympatric,159,0,0,No
Rana sphenocephala,Sympatric,160,0,0,No
Rana sphenocephala,Sympatric,161,0,0,No
Rana sphenocephala,Sympatric,162,0,0,No
Rana sphenocephala,Sympatric,163,0,0,No
Rana sphenocephala,Sympatric,164,0,0,No
Rana sphenocephala,Sympatric,165,0,0,No
Rana sphenocephala,Sympatric,166,0,0,No
Rana sphenocephala,Sympatric,167,0,0,No
Rana sphenocephala,Sympatric,168,0,0,No
Rana sphenocephala,Sympatric,169,0,0,No
Rana sphenocephala,Sympatric,170,0,0,No
Rana sphenocephala,Sympatric,171,0,0,No
Rana sphenocephala,Sympatric,172,0,0,No
Rana sphenocephala,Sympatric,173,0,0,No
Rana sphenocephala,Sympatric,174,0,0,No
Rana sphenocephala,Sympatric,175,0,0,No
Rana sphenocephala,Sympatric,176,0,0,No
Rana sphenocephala,Sympatric,177,0,0,No
Rana sphenocephala,Sympatric,178,0,0,No
Rana sphenocephala,Sympatric,179,0,0,No
Rana sphenocephala,Sympatric,180,0,0,No
Rana sphenocephala,Sympatric,181,0,0,No
Rana sphenocephala,Sympatric,182,0,0,No
Rana sphenocephala,Sympatric,183,0,0,No
Rana sphenocephala,Sympatric,184,0,0,No
Rana sphenocephala,Sympatric,185,0,0,No
Rana sphenocephala,Sympatric,186,0,0,No
Rana sphenocephala,Sympatric,187,0,0,No
Rana sphenocephala,Sympatric,188,0,0,No
Rana sphenocephala,Sympatric,189,0,0,No
Rana sphenocephala,Sympatric,190,0,0,No
Rana sphenocephala,Sympatric,191,0,0,No
Rana sphenocephala,Sympatric,192,0,0,No
Rana sphenocephala,Sympatric,193,0,0,No
Rana sphenocephala,Sympatric,194,0,0,No
Rana sphenocephala,Sympatric,195,0,0,No
Rana sphenocephala,Sympatric,196,0,0,No
Rana sphenocephala,Sympatric,197,0,0,No
Rana sphenocephala,Sympatric,198,0,0,No
Rana sphenocephala,Sympatric,199,0,0,No
Rana sphenocephala,Sympatric,200,0,0,No
Rana sphenocephala,Sympatric,201,0,0,No
Rana sphenocephala,Sympatric,202,0,0,No
Rana sphenocephala,Sympatric,203,0,0,No
Rana sphenocephala,Sympatric,204,0,0,No
Rana sphenocephala,Sympatric,205,0,0,No
Rana sphenocephala,Sympatric,206,0,0,No
Rana sphenocephala,Sympatric,207,0,0,No
Rana sphenocephala,Sympatric,208,0,0,No
Rana sphenocephala,Sympatric,209,0,0,No
Rana sphenocephala,Sympatric,210,0,0,No
Rana sphenocephala,Sympatric,211,0,0,No
Rana sphenocephala,Sympatric,212,0,0,No
Rana sphenocephala,Sympatric,213,0,0,No
Rana sphenocephala,Sympatric,214,0,0,No
Rana sphenocephala,Sympatric,215,0,0,No
Rana sphenocephala,Sympatric,216,0,0,No
Rana sphenocephala,Sympatric,217,0,0,No
Rana sphenocephala,Sympatric,218,0,0,No
Rana sphenocephala,Sympatric,219,0,0,No
Rana sphenocephala,Sympatric,220,0,0,No
Rana sphenocephala,Sympatric,221,0,0,No
Rana sphenocephala,Sympatric,222,0,0,No
Rana sphenocephala,Sympatric,223,0,0,No
Rana sphenocephala,Sympatric,224,0,0,No
Rana sphenocephala,Sympatric,225,0,0,No
Rana sphenocephala,Sympatric,226,0,0,No
Rana sphenocephala,Sympatric,227,0,0,No
Rana sphenocephala,Sympatric,228,0,0,No
Rana sphenocephala,Sympatric,229,0,0,No
Rana sphenocephala,Sympatric,230,0,0,No
Rana sphenocephala,Sympatric,231,0,0,No
Rana sphenocephala,Sympatric,232,0,0,No
Rana sphenocephala,Sympatric,233,0,0,No
Rana sphenocephala,Sympatric,234,0,0,No
Rana sphenocephala,Sympatric,235,0,0,No
Rana sphenocephala,Sympatric,236,0,0,No
Rana sphenocephala,Sympatric,237,0,0,No
Rana sphenocephala,Sympatric,238,0,0,No
Rana sphenocephala,Sympatric,239,0,0,No
Rana sphenocephala,Sympatric,240,0,0,No
Rana sphenocephala,Sympatric,241,0,0,No
Rana sphenocephala,Sympatric,242,0,0,No
Rana sphenocephala,Sympatric,243,0,0,No
Rana sphenocephala,Sympatric,244,0,0,No
Rana sphenocephala,Sympatric,245,0,0,No
Rana sphenocephala,Sympatric,246,0,0,No
Rana sphenocephala,Sympatric,247,0,0,No
Rana sphenocephala,Sympatric,248,0,0,No
Rana sphenocephala,Sympatric,249,0,0,No
Rana sphenocephala,Sympatric,250,0,0,No
Rana sphenocephala,Sympatric,251,0,0,No
Rana sphenocephala,Sympatric,252,0,0,No
Rana sphenocephala,Sympatric,253,0,0,No
Rana sphenocephala,Sympatric,254,0,0,No
Rana sphenocephala,Sympatric,255,0,0,No
Rana sphenocephala,Sympatric,256,0,0,No
Rana sphenocephala,Sympatric,257,0,0,No
Rana sphenocephala,Sympatric,258,0,0,No
Rana sphenocephala,Sympatric,259,0,0,No
Rana sphenocephala,Sympatric,260,0,0,No
Rana sphenocephala,Sympatric,261,0,0,No
Rana sphenocephala,Sympatric,262,0,0,No
Rana sphenocephala,Sympatric,263,0,0,No
Rana sphenocephala,Sympatric,264,0,0,No
Rana sphenocephala,Sympatric,265,0,0,No
Rana sphenocephala,Sympatric,266,0,0,No
Rana sphenocephala,Sympatric,267,0,0,No
Rana sphenocephala,Sympatric,268,0,0,No
Rana sphenocephala,Sympatric,269,0,0,No
Rana sphenocephala,Sympatric,270,0,0,No
Rana sphenocephala,Sympatric,271,0,0,No
Rana sphenocephala,Sympatric,272,0,0,No
Rana sphenocephala,Sympatric,273,0,0,No
Rana sphenocephala,Sympatric,274,0,0,No
Rana sphenocephala,Sympatric,275,0,0,No
Rana sphenocephala,Sympatric,276,0,0,No
Rana sphenocephala,Sympatric,277,0,0,No
Rana sphenocephala,Sympatric,278,0,0,No
Rana sphenocephala,Sympatric,279,0,0,No
Rana sphenocephala,Sympatric,280,0,0,No
Rana sphenocephala,Sympatric,281,0,0,No
Rana sphenocephala,Sympatric,282,0,0,No
Rana sphenocephala,Sympatric,283,0,0,No
Rana sphenocephala,Sympatric,284,0,0,No
Rana sphenocephala,Sympatric,285,0,0,No
Rana sphenocephala,Sympatric,286,0,0,No
Rana sphenocephala,Sympatric,287,0,0,No
Rana sphenocephala,Sympatric,288,0,0,No
Rana sphenocephala,Sympatric,289,0,0,No
Rana sphenocephala,Sympatric,290,0,0,No
Rana sphenocephala,Sympatric,291,0,0,No
Rana sphenocephala,Sympatric,292,0,0,No
Rana sphenocephala,Sympatric,293,0,0,No
Rana sphenocephala,Sympatric,294,0,0,No
Rana sphenocephala,Sympatric,295,0,0,No
Rana sphenocephala,Sympatric,296,0,0,No
Rana sphenocephala,Sympatric,297,0,0,No
Rana sphenocephala,Sympatric,298,0,0,No
Rana sphenocephala,Sympatric,299,0,0,No
Rana sphenocephala,Sympatric,300,0,0,No
Rana sphenocephala,Sympatric,301,0,0,No
Rana sphenocephala,Sympatric,302,0,0,No
Rana sphenocephala,Sympatric,303,0,0,No
Rana sphenocephala,Sympatric,304,0,0,No
Rana sphenocephala,Sympatric,305,0,0,No
Rana sphenocephala,Sympatric,306,0,0,No
Rana sphenocephala,Sympatric,307,0,0,No
Rana sphenocephala,Sympatric,308,0,0,No
Rana sphenocephala,Sympatric,309,0,0,No
Rana sphenocephala,Sympatric,310,0,0,No
Rana sphenocephala,Sympatric,311,0,0,No
Rana sphenocephala,Sympatric,312,0,0,No
Rana sphenocephala,Sympatric,313,0,0,No
Rana sphenocephala,Sympatric,314,0,0,No
Rana sphenocephala,Sympatric,315,0,0,No
Rana sphenocephala,Sympatric,316,0,0,No
Rana sphenocephala,Sympatric,317,0,0,No
Rana sphenocephala,Sympatric,318,0,0,No
Rana sphenocephala,Sympatric,319,0,0,No
Rana sphenocephala,Sympatric,320,0,0,No
Rana sphenocephala,Sympatric,321,0,0,No
Rana sphenocephala,Sympatric,322,0,0,No
Rana sphenocephala,Sympatric,323,0,0,No
Rana sphenocephala,Sympatric,324,0,0,No
Rana sphenocephala,Sympatric,325,0,0,No
Rana sphenocephala,Sympatric,326,0,0,No
Rana sphenocephala,Sympatric,327,0,0,No
Rana sphenocephala,Sympatric,328,0,0,No
Rana sphenocephala,Sympatric,329,0,0,No
Rana sphenocephala,Sympatric,330,0,0,No
Rana sphenocephala,Sympatric,331,0,0,No
Rana sphenocephala,Sympatric,332,0,0,No
Rana sphenocephala,Sympatric,333,0,0,No
Rana sphenocephala,Sympatric,334,0,0,No
Rana sphenocephala,Sympatric,335,0,0,No
Rana sphenocephala,Sympatric,336,0,0,No
Rana sphenocephala,Sympatric,337,0,0,No
Rana sphenocephala,Sympatric,338,0,0,No
Rana sphenocephala,Sympatric,339,0,0,No
Rana sphenocephala,Sympatric,340,0,0,No
Rana sphenocephala,Sympatric,341,0,0,No
Rana sphenocephala,Sympatric,342,0,0,No
Rana sphenocephala,Sympatric,343,0,0,No
Rana sphenocephala,Sympatric,344,0,0,No
Rana sphenocephala,Sympatric,345,0,0,No
Rana sphenocephala,Sympatric,346,0,0,No
Rana sphenocephala,Sympatric,347,0,0,No
Rana sphenocephala,Sympatric,348,0,0,No
Rana sphenocephala,Sympatric,349,0,0,No
Rana sphenocephala,Sympatric,350,0,0,No
Rana sphenocephala,Sympatric,351,0,0,No
Rana sphenocephala,Sympatric,352,0,0,No
Rana sphenocephala,Sympatric,353,0,0,No
Rana sphenocephala,Sympatric,354,0,0,No
Rana sphenocephala,Sympatric,355,0,0,No
Rana sphenocephala,Sympatric,356,0,0,No
Rana sphenocephala,Sympatric,357,0,0,No
Rana sphenocephala,Sympatric,358,0,0,No
Rana sphenocephala,Sympatric,359,0,0,No
Rana sphenocephala,Sympatric,360,0,0,No
Rana sphenocephala,Sympatric,361,0,0,No
Rana sphenocephala,Sympatric,362,0,0,No
Rana sphenocephala,Sympatric,363,0,0,No
Rana sphenocephala,Sympatric,364,0,0,No
Rana sphenocephala,Sympatric,365,0,0,No
